Age,Annual_Income,CIBIL_Score,Home_Ownership,Employment_Length,Loan_Intent,Loan_Amount,Loan_Status,Outstanding_Debts,Average_Monthly_Expenditure,Frequency_of_Card_Usage,Bill_Payment_Timeliness,Late_Payment_Penalties,Number_of_Missed_Payments,ATM_Withdrawal_Frequency,Preferred_Payment_Method,Insurance_Coverage,Financial_Literacy_Level,Number_of_Credit_Cards_Owned,Number_of_Bank_Accounts,Risk_Appetite,Savings_Habits,Venmo Visa Credit Card,Synchrony Premier World Mastercard,CareCredit Credit Card,PayPal Cashback World Mastercard,Ashley Advantage Credit Card,Synchrony HOME Credit Card,Synchrony Car Care Credit Card,Verizon Visa Card
62,1719774,890,Own,15,Education,339311,Paid,119254,84023,7,Late,1,5,10,Credit Card,1,Medium,3,3,High,Average,0,0,0,0,0,1,0,0
53,531642,603,Own,6,Car,880832,Paid,497667,86590,15,Late,0,0,19,UPI,0,Medium,3,4,Medium,Average,0,0,0,0,0,1,1,0
47,606244,834,Own,27,Education,395343,Paid,459424,33998,19,Late,0,5,18,Cash,1,Low,4,2,Low,Poor,0,0,0,0,0,0,0,0
66,1562262,410,Own,1,Personal,485465,Paid,487481,11230,43,On Time,0,8,16,UPI,1,Low,2,4,Low,Average,0,0,0,0,0,0,0,0
50,604933,429,Own,34,Car,822979,Paid,254018,113892,19,Late,1,9,11,Cash,1,Medium,3,6,Low,Average,0,0,0,0,0,1,1,0
35,1220602,661,Rent,30,Personal,645036,Paid,359646,55076,32,Late,1,3,15,Credit Card,0,Low,4,1,Medium,Poor,0,0,0,1,0,0,0,1
69,2292174,559,Own,10,Personal,535982,Paid,112803,92100,45,On Time,0,3,4,Debit Card,0,High,4,2,Low,Average,0,0,0,0,0,1,0,0
66,969893,830,Own,10,Credit Card,278917,Paid,359038,55786,6,Late,1,3,13,UPI,1,Low,1,4,Low,Poor,0,0,0,0,0,1,0,0
45,1021644,860,Own,0,Credit Card,742587,Paid,79989,28943,15,On Time,0,6,19,Debit Card,0,High,3,3,High,Average,0,0,0,0,0,0,0,0
64,2600396,885,Rent,29,Car,67799,Paid,453390,12201,3,On Time,0,7,6,Credit Card,1,Medium,1,3,High,Good,0,0,0,0,0,0,1,0
28,2033920,513,Own,29,Education,296294,Paid,63993,21614,5,Late,1,5,3,Cash,1,High,4,8,Low,Good,0,0,0,0,0,0,0,0
62,2948655,352,Rent,32,Education,251657,Defaulted,291502,44644,13,On Time,0,3,11,UPI,0,Medium,1,5,Low,Poor,0,0,0,0,0,0,0,0
50,2223715,489,Own,11,Education,403530,Paid,275786,54819,17,On Time,0,5,8,Cash,1,Low,3,5,High,Average,0,0,0,0,0,1,0,0
34,776304,790,Rent,9,Home,415381,Paid,109524,100928,2,Late,0,6,2,UPI,1,Low,3,2,High,Good,0,0,0,0,0,0,0,0
23,1498513,443,Rent,3,Home,868964,Defaulted,386293,33465,20,On Time,0,9,8,Cash,0,Low,4,3,High,Good,0,0,0,0,0,0,0,0
21,1677167,479,Rent,32,Home,483796,Paid,137882,102460,44,On Time,0,6,6,Cash,0,Low,2,2,Medium,Good,1,0,0,0,0,0,0,0
37,1399968,818,Own,30,Home,653684,Paid,176340,147647,35,On Time,0,6,15,Credit Card,0,Medium,3,1,Low,Average,0,1,0,1,1,1,0,1
65,1267877,367,Rent,30,Education,303764,Defaulted,57343,49770,40,On Time,1,4,6,Credit Card,1,Medium,2,9,Medium,Good,0,0,0,1,0,0,0,1
64,454531,407,Rent,4,Personal,52757,Defaulted,460351,130194,19,Late,0,4,11,Debit Card,1,Low,3,8,Low,Poor,0,0,1,0,0,0,0,0
44,2889549,484,Rent,20,Credit Card,948180,Defaulted,373809,131484,31,On Time,1,3,10,Credit Card,0,Medium,3,9,Medium,Poor,0,0,0,1,0,0,0,1
32,2202131,450,Own,17,Education,554372,Paid,333606,6160,47,Late,1,8,14,Cash,1,Low,1,3,High,Poor,1,0,0,0,0,0,0,0
23,898119,889,Rent,17,Credit Card,753218,Defaulted,498578,134116,21,Late,0,3,5,Debit Card,0,Medium,1,2,High,Average,0,0,0,0,0,0,0,0
64,709365,774,Own,3,Education,740992,Paid,194456,27160,26,Late,1,0,9,UPI,1,High,1,4,Medium,Average,0,0,0,0,0,0,0,0
31,1211684,401,Rent,19,Personal,694058,Defaulted,99704,80924,36,Late,1,3,15,UPI,0,Medium,4,4,Medium,Poor,1,0,0,0,0,0,0,0
28,2396169,438,Own,19,Education,509709,Paid,351824,19001,29,Late,0,1,16,Debit Card,0,Medium,4,4,High,Average,0,0,0,0,0,0,0,0
56,2295187,687,Own,27,Credit Card,428287,Defaulted,387753,140276,23,On Time,0,6,4,Debit Card,1,High,1,6,High,Average,0,0,0,0,0,1,0,0
26,452980,788,Rent,12,Education,722194,Defaulted,94928,33551,13,Late,1,0,9,UPI,1,Medium,3,2,Medium,Poor,0,0,0,0,0,0,0,0
43,2757794,357,Own,34,Home,539264,Paid,295447,74770,38,On Time,0,3,7,Debit Card,1,Medium,3,2,Medium,Poor,0,0,0,0,1,1,0,0
33,2972463,387,Rent,17,Car,514565,Paid,449275,30044,33,Late,1,3,15,Debit Card,0,High,2,9,Low,Good,1,0,0,0,0,0,1,0
22,2236991,421,Own,32,Car,450773,Defaulted,8233,89159,37,On Time,1,6,9,Cash,1,High,3,3,Medium,Average,1,0,0,0,0,1,1,0
69,1410953,543,Own,8,Education,522821,Paid,305538,74404,25,Late,0,3,14,Debit Card,0,High,2,7,Low,Average,0,0,0,0,0,1,0,0
27,1323982,366,Rent,25,Education,421638,Defaulted,317694,145565,7,On Time,1,6,13,UPI,0,Low,3,7,Medium,Average,0,0,0,0,0,0,0,0
67,984512,593,Own,0,Education,865545,Defaulted,391366,137357,1,On Time,0,0,11,UPI,0,Medium,4,4,Low,Average,0,0,0,0,0,1,0,0
20,2848282,429,Own,24,Car,561360,Paid,311780,99402,43,Late,0,8,15,Debit Card,1,Medium,3,2,Medium,Average,1,0,0,0,0,1,1,0
30,1128220,339,Own,23,Credit Card,334809,Defaulted,2233,33063,5,On Time,0,5,0,Debit Card,0,Medium,4,7,High,Poor,0,0,0,0,0,0,0,0
60,2214665,511,Own,29,Home,436889,Paid,150316,137330,2,Late,0,3,10,Debit Card,0,Low,2,5,Low,Average,0,0,0,0,1,1,0,0
66,2032981,355,Own,11,Home,465495,Defaulted,85344,94166,33,On Time,1,8,7,Cash,1,High,3,8,Medium,Good,0,0,0,0,1,1,0,0
47,569199,590,Own,14,Education,111387,Paid,160688,84153,15,Late,0,2,3,Debit Card,0,High,1,5,High,Poor,0,0,0,0,0,1,0,0
62,2781108,651,Rent,19,Car,171651,Defaulted,361025,68037,47,On Time,1,6,5,Cash,0,High,3,2,High,Good,0,0,0,0,0,0,0,0
23,246408,421,Rent,26,Credit Card,317928,Defaulted,442683,61766,16,Late,1,0,6,Cash,1,High,1,8,High,Good,0,0,1,0,0,0,0,0
34,2929847,394,Rent,28,Car,546753,Defaulted,359218,58900,40,Late,0,7,6,UPI,1,Medium,3,4,Low,Good,1,0,0,0,0,0,1,0
62,1285106,727,Rent,1,Home,452081,Defaulted,177308,126518,13,On Time,0,7,18,UPI,1,High,3,1,Medium,Good,0,0,0,0,0,0,0,0
68,2407199,748,Own,14,Home,608295,Defaulted,279720,54719,39,On Time,0,8,16,UPI,0,Medium,3,6,Medium,Average,0,0,0,0,1,1,0,0
36,1209424,643,Rent,34,Personal,65232,Paid,146951,65438,24,On Time,0,1,0,Cash,1,Low,1,3,High,Poor,0,0,0,0,0,0,0,0
59,1046162,847,Own,9,Car,147475,Paid,361693,39024,8,On Time,0,9,17,Cash,1,Medium,3,7,Low,Poor,0,0,0,0,0,0,1,0
52,799911,302,Rent,25,Car,200860,Paid,218987,128748,46,On Time,0,5,0,Debit Card,1,Low,2,7,Low,Average,0,0,0,0,0,0,0,0
63,801946,329,Own,33,Home,164539,Paid,447388,135148,24,On Time,0,1,4,UPI,0,High,1,8,Low,Poor,0,0,0,0,0,1,0,0
43,1050340,554,Own,7,Education,995546,Defaulted,69586,98085,24,On Time,0,2,19,Cash,1,Medium,1,6,Low,Average,0,0,0,0,0,1,0,0
68,1592097,344,Rent,0,Car,591667,Paid,238457,85695,2,Late,1,8,8,UPI,1,Low,2,2,Medium,Average,0,0,0,0,0,0,1,0
22,1586298,476,Own,14,Education,637880,Defaulted,436665,102932,4,Late,1,1,1,Credit Card,0,Low,3,7,High,Average,0,0,0,0,0,1,0,0
46,2323657,521,Own,3,Personal,940386,Paid,1165,43625,14,On Time,0,1,4,Debit Card,0,Medium,2,6,Medium,Good,0,0,0,0,0,0,0,0
54,2385982,421,Rent,2,Home,76770,Defaulted,480700,119959,26,Late,1,3,16,Credit Card,1,Low,1,5,Medium,Good,0,0,0,1,0,0,0,1
37,1332628,574,Own,1,Car,425938,Paid,96916,37442,17,Late,1,7,16,Debit Card,1,Medium,4,8,High,Poor,0,0,0,0,0,0,1,0
66,2982753,611,Own,18,Education,200190,Defaulted,126416,138949,2,On Time,1,5,11,UPI,0,Low,1,7,Low,Good,0,0,0,0,0,1,0,0
38,1396360,717,Rent,18,Car,694021,Paid,187894,42114,30,On Time,0,2,8,Credit Card,1,Low,4,4,High,Average,0,0,0,1,0,0,1,1
27,229105,628,Own,18,Home,156799,Defaulted,356373,7277,22,Late,0,0,0,UPI,0,Medium,3,4,Medium,Good,0,0,0,0,0,0,0,0
22,2327534,402,Rent,19,Personal,424917,Defaulted,264948,57827,13,On Time,1,8,6,Cash,1,High,2,4,Low,Poor,0,0,0,0,0,0,0,0
53,2647188,581,Own,1,Personal,393281,Defaulted,203054,27181,27,On Time,1,6,11,UPI,0,Low,4,7,Low,Poor,0,0,0,0,0,0,0,0
23,713875,544,Own,24,Credit Card,273108,Paid,498324,39883,24,On Time,1,1,3,Debit Card,1,Low,3,5,Medium,Average,0,0,0,0,0,0,0,0
43,219589,432,Rent,21,Home,723142,Paid,375837,70550,19,On Time,0,0,15,Debit Card,0,Medium,4,6,Medium,Poor,0,0,1,0,0,0,0,0
21,894961,640,Rent,33,Car,882188,Defaulted,221661,97679,2,Late,1,3,16,Debit Card,0,High,4,3,Low,Average,0,0,0,0,0,0,1,0
56,582973,321,Rent,21,Personal,919168,Paid,420407,60738,24,Late,1,3,1,UPI,0,High,3,2,High,Poor,0,0,0,0,0,0,0,0
56,633891,449,Own,11,Car,503042,Paid,107840,65198,37,Late,0,9,11,UPI,0,High,1,3,Medium,Good,0,0,0,0,0,1,1,0
67,365438,868,Own,11,Home,131466,Paid,274934,51582,37,Late,1,3,18,Credit Card,0,Medium,1,7,High,Good,0,0,0,1,0,1,0,1
52,2694219,466,Rent,30,Home,467206,Paid,314727,57960,12,Late,1,4,6,UPI,1,High,2,1,Medium,Good,0,0,0,0,0,0,0,0
18,2537537,644,Own,31,Education,188852,Defaulted,11229,135149,4,On Time,0,4,5,Cash,0,Medium,3,8,Medium,Good,0,0,0,0,0,1,0,0
41,1944527,760,Rent,13,Education,406445,Defaulted,464014,25805,9,Late,1,9,19,Debit Card,1,Medium,3,9,Low,Good,0,0,0,0,0,0,0,0
53,1187647,559,Rent,25,Home,632125,Defaulted,456093,134109,7,On Time,1,6,1,UPI,0,Medium,1,5,High,Average,0,0,0,0,0,0,0,0
23,2339123,499,Rent,27,Education,467253,Defaulted,53800,119875,34,On Time,1,0,14,Cash,1,Medium,2,9,High,Good,1,0,0,0,0,0,0,0
58,2777856,304,Own,0,Personal,352025,Defaulted,85357,146651,28,On Time,0,6,14,Cash,0,Low,1,2,High,Good,0,0,0,0,0,1,0,0
63,991091,599,Rent,9,Education,237098,Paid,378007,111790,36,On Time,0,8,14,Debit Card,1,High,2,7,Medium,Poor,0,0,0,0,0,0,0,0
61,1471089,835,Own,22,Education,755530,Paid,210021,58461,14,Late,1,3,17,Debit Card,0,Medium,3,8,Medium,Good,0,0,0,0,0,1,0,0
48,2008851,535,Own,34,Personal,404237,Defaulted,485525,78397,14,Late,0,4,6,UPI,0,Medium,4,4,High,Poor,0,0,0,0,0,1,0,0
37,394886,839,Own,14,Credit Card,423158,Defaulted,195906,62378,33,Late,0,9,11,Debit Card,0,Low,3,9,Low,Good,0,0,0,0,0,1,0,0
41,1484664,451,Rent,7,Personal,678485,Defaulted,406293,5609,35,Late,1,6,7,UPI,1,Low,4,6,High,Average,0,0,0,0,0,0,0,0
42,775463,545,Own,1,Car,965440,Defaulted,328921,35394,41,Late,0,6,12,Debit Card,0,Medium,4,1,Medium,Good,0,0,0,0,0,0,1,0
53,1762656,304,Own,19,Car,891109,Paid,221853,133379,3,Late,0,2,3,Cash,1,Medium,2,1,Low,Average,0,0,0,0,0,1,0,0
38,1941211,312,Own,28,Personal,699302,Paid,57042,88834,40,Late,1,0,6,Credit Card,1,Medium,4,7,Medium,Average,0,0,0,1,0,1,0,1
47,738225,866,Rent,1,Education,817630,Defaulted,208809,50613,33,On Time,1,7,10,Credit Card,0,Low,3,7,Low,Good,0,0,0,1,0,0,0,1
41,2571639,764,Own,14,Personal,355286,Paid,29533,68946,8,On Time,0,0,1,Credit Card,0,High,3,5,Medium,Poor,0,0,0,0,0,1,0,0
61,1295379,585,Rent,3,Education,846419,Paid,5330,71068,41,Late,1,5,19,Debit Card,0,Low,2,8,Medium,Poor,0,0,0,0,0,0,0,0
59,2230943,638,Rent,12,Education,144912,Paid,103213,124693,10,Late,0,9,2,Credit Card,0,High,1,4,Medium,Average,0,0,0,0,0,0,0,0
47,1706632,513,Rent,27,Car,95868,Defaulted,110711,63893,41,On Time,0,1,1,Credit Card,1,High,1,1,Medium,Poor,0,0,0,1,0,0,0,1
39,2374221,412,Own,20,Car,740963,Defaulted,209363,17305,22,On Time,0,7,17,Cash,1,Medium,4,3,Low,Good,0,0,0,0,0,0,1,0
45,1691139,637,Rent,14,Credit Card,58449,Paid,353297,47760,4,Late,0,6,9,UPI,0,Medium,1,2,Medium,Poor,0,0,0,0,0,0,0,0
24,2721724,389,Own,32,Car,759634,Paid,204628,42900,37,Late,0,7,5,Credit Card,0,Low,4,8,Low,Good,1,0,0,1,0,0,0,1
52,357438,775,Own,11,Personal,860287,Defaulted,320184,59381,9,On Time,1,3,18,UPI,1,High,3,6,Low,Good,0,0,0,0,0,1,0,0
45,1065936,329,Rent,29,Car,975668,Paid,179933,127980,47,On Time,0,6,16,Debit Card,1,Medium,3,7,Low,Good,0,0,0,0,0,0,1,0
31,2971685,839,Own,3,Education,505247,Paid,420898,40967,16,On Time,0,2,1,Debit Card,0,High,2,5,Low,Poor,0,0,0,0,0,0,0,0
27,1390024,767,Own,10,Education,121602,Defaulted,302430,6783,5,Late,1,9,19,Cash,0,Medium,2,5,Medium,Average,0,0,0,0,0,0,0,0
33,1208154,687,Rent,26,Home,333915,Defaulted,267036,123587,4,On Time,0,5,1,Cash,1,High,1,7,Medium,Average,0,0,0,0,0,0,0,0
33,2625550,879,Own,17,Personal,498921,Paid,158490,99248,32,On Time,0,3,11,Credit Card,1,Low,3,6,High,Poor,1,1,0,1,0,1,0,1
48,1616100,656,Own,13,Credit Card,332800,Paid,198073,54331,32,Late,0,8,2,Credit Card,1,Medium,3,6,High,Poor,0,0,0,1,0,1,0,1
59,2625137,845,Rent,14,Credit Card,532850,Paid,119361,48238,11,On Time,1,6,7,Cash,1,Low,3,7,Medium,Average,0,0,0,0,0,0,0,0
42,680566,758,Own,33,Car,505653,Defaulted,312565,10190,28,On Time,0,5,2,UPI,1,Medium,1,4,Low,Poor,0,0,0,0,0,0,0,0
30,765972,770,Own,22,Home,174926,Defaulted,291448,145777,31,Late,0,0,17,Credit Card,1,High,3,8,Medium,Good,1,0,0,1,0,1,0,1
23,754999,526,Rent,34,Car,133057,Defaulted,332260,52574,27,On Time,0,4,13,Credit Card,0,Medium,4,2,High,Good,0,0,0,1,0,0,1,1
61,1425618,872,Rent,4,Car,630153,Paid,426562,24792,12,Late,1,8,7,Cash,1,Low,2,8,High,Good,0,0,0,0,0,0,1,0
26,628580,490,Rent,0,Credit Card,523326,Defaulted,468226,117436,14,Late,1,0,5,Cash,1,Medium,2,1,Medium,Good,0,0,0,0,0,0,0,0
62,1635940,301,Rent,25,Education,314341,Paid,153865,31660,9,Late,0,3,6,Debit Card,0,Low,4,7,Medium,Good,0,0,0,0,0,0,0,0
53,1804255,417,Own,9,Home,374445,Paid,216647,27927,31,On Time,0,1,15,UPI,1,High,4,3,High,Average,0,0,0,0,1,0,0,0
60,740076,607,Own,14,Home,387949,Defaulted,452963,28671,10,Late,1,5,0,Cash,1,Medium,3,2,Medium,Good,0,0,0,0,1,0,0,0
37,775343,863,Own,31,Personal,902432,Defaulted,42340,149392,42,Late,1,9,3,Cash,1,High,3,4,Low,Good,0,0,0,0,0,1,0,0
35,1887051,314,Rent,23,Credit Card,802005,Paid,401404,85191,12,On Time,1,2,8,Credit Card,1,Low,2,5,Medium,Good,0,0,0,0,0,0,0,1
60,668648,723,Rent,15,Credit Card,578956,Paid,114878,66597,47,On Time,0,3,17,UPI,1,Medium,3,2,Medium,Poor,0,0,0,0,0,0,0,0
38,2252175,778,Own,9,Home,762477,Defaulted,413335,70487,29,On Time,0,1,14,Debit Card,1,Low,1,4,Medium,Poor,0,1,0,0,1,1,0,0
21,2189645,395,Rent,33,Car,751425,Defaulted,15932,95462,2,On Time,1,6,7,Debit Card,0,Low,2,7,Low,Average,0,0,0,0,0,0,1,0
67,1072894,354,Rent,13,Personal,719323,Paid,412186,96790,28,Late,1,1,10,Cash,0,Low,3,1,Low,Poor,0,0,0,0,0,0,0,0
50,1966141,577,Rent,4,Home,786945,Defaulted,149835,22989,1,Late,0,8,16,Credit Card,1,Medium,3,7,Low,Average,0,0,0,0,0,0,0,0
44,1261952,712,Own,17,Personal,823714,Defaulted,64118,35141,40,Late,1,8,4,Cash,1,Low,2,5,High,Average,0,0,0,0,0,0,0,0
24,1401523,544,Own,7,Home,618726,Paid,297741,67808,6,On Time,0,9,0,Cash,1,High,1,8,Low,Average,0,0,0,0,1,1,0,0
23,1034038,695,Rent,30,Car,173335,Defaulted,288203,106602,42,On Time,1,2,7,UPI,1,Medium,3,5,Low,Poor,1,0,0,0,0,0,1,0
32,1064825,770,Own,17,Personal,136054,Paid,431588,8967,25,On Time,1,1,12,Credit Card,0,Medium,4,7,Low,Poor,0,1,0,1,0,0,0,1
35,2026911,337,Rent,12,Education,266711,Paid,23284,68434,20,On Time,1,4,16,Credit Card,1,Medium,1,7,Low,Average,0,0,0,1,0,0,0,1
49,1573716,439,Rent,10,Car,706885,Defaulted,31056,61437,45,Late,1,3,8,UPI,1,Medium,3,3,Medium,Poor,0,0,0,0,0,0,1,0
28,987715,482,Own,2,Credit Card,507814,Paid,461011,26130,28,Late,1,3,17,Credit Card,0,High,3,1,Low,Poor,0,0,0,1,0,0,0,1
37,280456,512,Rent,15,Education,709749,Paid,279634,126867,24,Late,0,1,8,UPI,1,Medium,3,4,High,Average,0,0,1,0,0,0,0,0
41,265783,425,Own,7,Personal,94833,Defaulted,299842,51784,20,Late,1,8,1,Cash,1,High,2,3,Low,Poor,0,0,1,0,0,1,0,0
32,2131390,439,Rent,16,Education,541033,Paid,30063,75440,17,On Time,0,6,6,Credit Card,1,Low,4,2,Low,Poor,0,0,0,1,0,0,0,1
65,2229613,778,Rent,12,Personal,392536,Paid,70585,15442,23,Late,0,9,8,Cash,1,Medium,3,1,Low,Poor,0,1,0,0,0,0,0,0
24,479509,820,Own,34,Car,71314,Defaulted,384418,30607,12,On Time,1,7,18,UPI,0,Low,1,2,High,Average,0,0,0,0,0,0,1,0
38,1622975,762,Rent,7,Credit Card,616404,Defaulted,286510,43079,36,On Time,1,4,10,Debit Card,1,Low,4,5,Low,Poor,0,1,0,0,0,0,0,0
59,1103261,331,Rent,18,Personal,954277,Defaulted,212230,95273,4,Late,0,3,0,Credit Card,1,High,2,2,High,Good,0,0,0,0,0,0,0,0
43,888863,534,Rent,14,Personal,675783,Defaulted,167860,11902,37,Late,1,5,3,Credit Card,1,Low,2,1,Medium,Good,0,0,0,1,0,0,0,1
61,538531,372,Own,6,Credit Card,284462,Defaulted,221650,57438,21,On Time,0,7,16,Debit Card,0,Medium,1,8,Low,Average,0,0,0,0,0,1,0,0
31,279942,771,Rent,0,Home,633402,Defaulted,379062,14581,34,On Time,0,0,18,Credit Card,0,Low,2,8,High,Average,1,0,0,1,0,0,0,1
54,1918864,893,Own,12,Education,712114,Defaulted,316667,54167,33,On Time,0,1,15,UPI,0,Medium,1,5,Low,Poor,0,1,0,0,0,1,0,0
38,1937317,591,Rent,18,Home,591783,Paid,55364,81429,19,Late,1,1,16,Cash,1,High,4,1,High,Good,0,0,0,0,0,0,0,0
35,2552537,587,Own,1,Education,436641,Defaulted,170003,22457,14,On Time,1,9,9,UPI,0,Medium,3,9,Low,Poor,0,0,0,0,0,0,0,0
22,1729946,512,Rent,21,Education,302812,Paid,339458,8343,30,On Time,1,1,16,Credit Card,1,Low,2,1,High,Poor,0,0,0,1,0,0,0,1
20,1488719,466,Rent,7,Education,992322,Paid,215238,53391,20,Late,0,5,17,Debit Card,0,Medium,4,6,Low,Good,0,0,0,0,0,0,0,0
40,1913261,348,Rent,24,Credit Card,201513,Paid,329856,101867,25,On Time,0,2,11,UPI,0,Low,3,6,Medium,Poor,0,0,0,0,0,0,0,0
43,1146950,520,Own,25,Credit Card,427201,Defaulted,131047,18756,25,On Time,0,0,0,Cash,0,Medium,1,9,Medium,Average,0,0,0,0,0,0,0,0
54,298975,701,Rent,11,Personal,641469,Defaulted,99861,137658,42,Late,0,4,10,UPI,1,High,1,9,High,Poor,0,0,0,0,0,0,0,0
41,1184670,588,Rent,2,Credit Card,692721,Paid,133980,111017,6,Late,1,1,0,Debit Card,1,Low,2,1,High,Poor,0,0,0,0,0,0,0,0
66,1501775,478,Own,20,Education,843177,Paid,158032,117962,2,On Time,0,6,19,Credit Card,0,High,4,3,Low,Poor,0,0,0,0,0,1,0,0
36,1047094,470,Rent,4,Car,298814,Paid,159395,134769,5,Late,1,6,0,UPI,0,Medium,2,2,Low,Average,0,0,0,0,0,0,0,0
68,1246527,303,Rent,11,Personal,202752,Paid,293366,22160,7,Late,0,4,9,Cash,0,High,4,4,Low,Poor,0,0,0,0,0,0,0,0
42,280249,635,Own,26,Personal,737984,Paid,176374,146086,1,Late,1,8,19,Credit Card,1,Medium,4,8,Low,Poor,0,0,0,0,0,1,0,0
38,2877965,494,Own,0,Credit Card,645755,Paid,408541,37621,4,On Time,0,2,15,Credit Card,1,Medium,2,2,High,Average,0,0,0,0,0,0,0,0
29,2176664,763,Rent,2,Education,944600,Paid,133774,26410,29,Late,0,1,7,Credit Card,0,Medium,4,6,Medium,Good,0,1,0,1,0,0,0,1
58,2281565,856,Rent,9,Car,169906,Defaulted,192333,106279,29,On Time,0,1,4,Credit Card,0,Low,2,2,Medium,Poor,0,1,0,1,0,0,0,1
50,2020407,766,Rent,12,Credit Card,576240,Defaulted,116525,120752,26,On Time,0,2,19,Credit Card,0,High,4,5,Medium,Good,0,1,0,1,0,0,0,1
67,313094,643,Rent,18,Personal,678047,Defaulted,209891,141782,28,Late,0,3,4,Debit Card,0,Low,1,9,High,Good,0,0,0,0,0,0,0,0
21,1210650,507,Rent,30,Home,374999,Paid,455241,25036,43,On Time,0,5,2,Credit Card,1,Medium,4,6,High,Poor,1,0,0,1,0,0,0,1
59,2561386,802,Rent,12,Credit Card,744536,Paid,19363,77645,43,On Time,0,9,15,Credit Card,1,Low,1,8,Low,Good,0,1,0,1,0,0,0,1
24,2057462,429,Own,29,Personal,960059,Paid,311017,94341,7,On Time,0,5,11,Cash,1,Low,2,9,Medium,Poor,0,0,0,0,0,1,0,0
39,1827948,300,Rent,13,Personal,392875,Defaulted,485522,86390,34,On Time,0,3,2,UPI,0,High,2,8,Medium,Good,0,0,0,0,0,0,0,0
50,670459,786,Rent,31,Home,213761,Paid,356656,96475,29,Late,1,6,14,UPI,0,High,1,7,High,Good,0,0,0,0,0,0,0,0
34,913926,747,Own,13,Car,95930,Paid,202961,34640,36,On Time,1,8,15,Credit Card,1,Medium,2,6,Low,Good,1,0,0,1,0,0,1,1
41,653104,622,Own,27,Credit Card,118355,Paid,448378,106230,6,Late,1,2,1,UPI,0,High,4,4,High,Average,0,0,0,0,0,1,0,0
51,1869967,323,Rent,19,Home,964267,Defaulted,497869,20731,41,Late,1,2,12,Cash,0,Medium,3,6,High,Good,0,0,0,0,0,0,0,0
45,2462047,676,Own,24,Personal,676898,Paid,384042,143552,3,On Time,0,4,5,Debit Card,1,High,2,4,Low,Average,0,0,0,0,0,1,0,0
60,1149511,455,Own,10,Credit Card,462911,Paid,101409,9258,25,Late,1,9,4,UPI,1,High,2,6,Medium,Good,0,0,0,0,0,0,0,0
58,1090992,571,Own,26,Personal,849354,Defaulted,94262,99947,34,Late,0,9,19,UPI,0,Medium,3,8,High,Average,0,0,0,0,0,1,0,0
56,2309898,392,Own,28,Home,692458,Defaulted,105037,70218,9,Late,0,8,2,Credit Card,1,High,1,8,Low,Good,0,0,0,0,1,1,0,0
39,836260,823,Own,4,Education,565757,Defaulted,262417,124599,33,Late,1,5,14,UPI,1,Medium,1,7,Low,Good,0,0,0,0,0,1,0,0
66,1820959,420,Own,22,Education,251275,Paid,115305,122937,10,On Time,1,1,12,Cash,1,Medium,3,1,High,Average,0,0,0,0,0,1,0,0
34,2398635,751,Own,16,Education,564111,Paid,359891,34520,49,Late,1,7,9,Cash,0,High,3,1,Medium,Poor,1,1,0,0,0,0,0,0
51,2723036,886,Own,2,Education,222333,Paid,45612,45230,3,Late,0,8,17,Credit Card,0,Medium,2,6,Medium,Poor,0,0,0,0,0,0,0,0
23,441411,621,Rent,4,Credit Card,534262,Paid,405459,50088,19,Late,1,3,16,Debit Card,0,Low,1,8,Medium,Poor,0,0,0,0,0,0,0,0
63,1893766,330,Own,7,Education,191430,Defaulted,476099,25436,1,Late,1,1,14,Cash,0,Low,4,4,Medium,Poor,0,0,0,0,0,0,0,0
23,426218,733,Own,32,Education,106516,Defaulted,37975,12719,28,On Time,1,1,17,Cash,1,High,4,7,High,Good,0,0,0,0,0,0,0,0
51,1528467,428,Rent,13,Credit Card,120612,Paid,62453,67408,49,Late,1,2,10,UPI,1,Medium,3,8,High,Poor,0,0,0,0,0,0,0,0
18,1150414,752,Rent,30,Home,897285,Paid,85129,42616,41,On Time,0,0,15,Cash,0,Medium,3,1,Medium,Poor,1,1,0,0,0,0,0,0
27,2973727,735,Own,7,Car,820160,Defaulted,117848,31055,21,Late,1,3,15,Credit Card,1,High,3,3,High,Poor,0,0,0,1,0,0,1,1
38,1803239,806,Rent,0,Home,947547,Defaulted,127427,59036,36,Late,1,0,1,Cash,1,High,3,7,Low,Average,0,1,0,0,0,0,0,0
22,1127580,616,Rent,4,Credit Card,534556,Paid,64894,67598,29,On Time,0,1,13,Debit Card,1,High,1,9,High,Good,0,0,0,0,0,0,0,0
19,1103044,763,Own,4,Home,645688,Defaulted,272075,61241,49,On Time,1,6,5,Cash,0,High,2,9,Low,Average,1,1,0,0,1,1,0,0
39,1621261,627,Own,33,Education,206817,Paid,245335,51472,36,On Time,1,8,15,UPI,1,High,1,5,Low,Good,0,0,0,0,0,1,0,0
65,366321,408,Rent,0,Education,970339,Defaulted,243312,126692,44,Late,1,8,4,Debit Card,1,High,4,1,High,Good,0,0,1,0,0,0,0,0
19,406690,825,Own,9,Credit Card,436785,Paid,309046,84540,15,Late,1,3,2,Credit Card,0,High,1,7,Medium,Average,0,0,0,0,0,1,0,1
27,2287745,774,Rent,13,Car,624320,Defaulted,122006,29389,31,Late,1,4,10,Credit Card,0,High,3,2,Medium,Average,1,1,0,1,0,0,1,1
